fever,cough,fatigue,headache,sore_throat,runny_nose,nausea,body_pain,skin_rash,chills,disease
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,1,1,0,0,1,Dengue
1,0,1,1,0,0,1,1,0,0,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,1,1,Dengue
0,0,1,1,0,0,1,1,0,0,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,0,1,0,1,Dengue
1,0,1,1,0,1,1,0,0,1,Dengue
1,0,1,1,0,0,1,1,0,0,Dengue
1,0,1,1,1,1,1,1,0,1,Dengue
1,0,0,1,0,0,1,1,0,0,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,0,1,1,1,Dengue
0,0,1,1,0,0,1,1,1,0,Dengue
1,0,1,1,0,1,0,1,0,0,Dengue
1,0,1,0,0,0,1,1,0,1,Dengue
1,0,1,1,1,0,1,1,0,1,Dengue
1,0,0,1,1,0,1,1,0,1,Dengue
1,0,0,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,0,0,1,Dengue
1,0,0,1,0,0,1,1,1,1,Dengue
1,0,1,1,0,0,1,1,0,0,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,1,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,1,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,1,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,1,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,0,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,0,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,1,0,0,1,0,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,0,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,0,1,Chickenpox
1,0,1,0,0,1,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,0,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,0,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
0,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,1,0,1,1,1,0,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,1,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,0,Chickenpox
1,0,1,0,0,0,1,1,1,0,Chickenpox
1,0,1,0,1,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
0,0,1,0,0,0,1,1,0,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,1,0,0,1,0,0,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,1,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,1,1,1,1,1,Chickenpox
1,0,1,0,1,0,1,0,1,1,Chickenpox
0,0,1,0,0,0,1,1,1,1,Chickenpox
0,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,1,0,0,1,1,1,0,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,0,1,Chickenpox
1,0,1,0,1,1,1,1,1,1,Chickenpox
1,0,1,0,1,0,0,1,0,1,Chickenpox
1,1,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,1,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,1,1,1,1,1,Chickenpox
1,1,1,0,0,0,1,1,1,1,Chickenpox
0,1,1,0,0,0,1,1,1,1,Chickenpox
0,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
0,0,1,0,0,0,1,1,0,1,Chickenpox
1,0,1,0,0,0,1,1,0,1,Chickenpox
0,0,1,0,1,0,1,1,1,1,Chickenpox
1,0,1,1,0,0,0,1,1,1,Chickenpox
1,0,1,1,0,0,1,1,1,1,Chickenpox
1,1,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,0,1,Chickenpox
1,0,1,1,1,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,0,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,0,0,1,1,1,0,1,1,Chickenpox
1,0,1,1,0,0,0,1,0,1,Chickenpox
1,1,1,0,0,0,0,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,0,1,1,Chickenpox
0,0,1,0,0,1,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,0,Chickenpox
1,1,1,1,0,0,1,1,1,1,Chickenpox
0,0,1,0,0,0,0,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,0,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,0,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,1,1,0,1,1,Chickenpox
1,0,1,0,1,1,1,1,1,1,Chickenpox
1,0,1,1,0,0,1,1,1,0,Chickenpox
1,0,1,0,0,1,0,1,0,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,0,1,1,Chickenpox
1,0,0,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,1,1,1,0,1,Chickenpox
1,0,1,0,0,0,1,1,0,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
0,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,0,Chickenpox
1,0,1,0,1,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,1,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,0,1,1,Chickenpox
1,0,1,0,0,0,0,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,0,Chickenpox
0,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,0,1,1,1,Chickenpox
1,1,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,0,1,1,Chickenpox
1,1,1,0,0,0,1,1,1,1,Chickenpox
1,1,1,0,0,0,1,0,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,0,1,1,1,Chickenpox
1,0,1,0,0,1,1,1,1,1,Chickenpox
1,0,1,0,1,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,0,1,1,0,Chickenpox
0,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,0,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,1,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,1,0,0,0,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,0,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,0,Chickenpox
1,1,1,0,0,1,1,1,1,1,Chickenpox
1,0,1,0,0,0,0,1,1,1,Chickenpox
1,0,0,0,0,0,1,0,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
0,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,0,0,0,0,1,1,1,1,Chickenpox
1,1,1,0,0,0,1,1,1,0,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,1,0,0,1,1,0,1,Chickenpox
1,0,1,1,1,0,1,1,1,0,Chickenpox
0,0,1,0,0,1,1,1,1,1,Chickenpox
1,0,1,0,0,0,0,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,0,0,0,0,1,1,1,1,Chickenpox
1,1,1,0,0,0,1,1,1,1,Chickenpox
1,1,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,1,1,0,1,1,1,1,Chickenpox
0,1,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,0,1,Chickenpox
1,1,1,1,0,0,1,1,1,1,Chickenpox
0,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
1,0,1,0,0,0,1,1,1,1,Chickenpox
0,0,1,0,0,0,0,0,1,0,Healthy
0,0,0,0,0,0,0,1,0,0,Healthy
0,0,1,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,1,Healthy
0,0,0,0,0,0,0,0,0,1,Healthy
0,0,0,0,0,1,0,0,0,0,Healthy
0,0,0,1,0,0,1,0,1,0,Healthy
0,0,0,0,0,0,0,0,1,1,Healthy
0,0,0,0,0,0,1,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,1,Healthy
0,0,0,0,0,1,0,0,1,0,Healthy
1,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,1,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,1,0,0,Healthy
1,0,1,0,0,0,0,1,0,1,Healthy
0,0,0,0,1,0,1,0,0,0,Healthy
1,0,0,0,1,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,1,1,Healthy
0,1,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,1,0,0,0,1,Healthy
0,0,0,0,0,0,0,1,0,0,Healthy
1,0,0,0,0,0,0,0,1,0,Healthy
0,0,0,0,0,0,0,1,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,1,1,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,1,1,Healthy
0,1,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,1,0,1,0,Healthy
0,0,0,0,0,1,0,0,0,0,Healthy
0,0,0,0,0,0,0,1,0,0,Healthy
0,0,0,1,0,1,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,1,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,1,0,0,0,Healthy
0,0,0,0,1,0,0,0,0,0,Healthy
0,1,1,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,1,0,0,0,Healthy
0,1,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
1,1,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,1,0,0,Healthy
0,0,0,0,0,0,0,0,1,0,Healthy
0,0,0,0,0,1,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
1,0,0,0,0,0,0,0,1,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,1,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,1,0,0,0,0,1,0,1,1,Healthy
0,0,0,0,0,0,0,1,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,1,1,0,0,0,1,Healthy
0,1,0,0,1,0,1,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,1,0,0,0,Healthy
0,0,0,0,0,0,1,0,0,0,Healthy
0,0,1,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,1,0,0,0,0,0,0,Healthy
0,0,0,0,1,1,0,0,0,0,Healthy
0,0,0,0,0,1,0,0,0,0,Healthy
0,1,0,0,0,0,0,1,1,0,Healthy
0,0,0,0,1,0,0,0,0,0,Healthy
0,0,1,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,1,0,1,Healthy
0,0,0,0,0,0,0,0,0,1,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,1,0,0,Healthy
0,0,1,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,1,0,0,1,0,0,Healthy
0,0,0,1,0,0,0,0,0,0,Healthy
1,0,0,1,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,1,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,1,0,0,0,0,1,0,0,1,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
1,0,0,0,0,0,1,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,1,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,1,0,Healthy
0,0,0,0,0,1,1,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,1,0,0,0,0,1,0,0,Healthy
0,0,0,0,0,0,0,0,0,1,Healthy
0,0,0,0,0,0,0,0,1,0,Healthy
0,1,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,1,0,Healthy
1,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,1,0,1,0,0,1,0,0,Healthy
0,0,0,0,0,1,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,1,0,0,0,0,Healthy
1,0,0,0,0,0,0,0,0,0,Healthy
1,0,0,0,1,0,0,1,0,1,Healthy
0,0,1,0,0,0,1,0,0,0,Healthy
0,0,0,1,0,0,0,0,0,0,Healthy
0,0,0,1,0,0,0,0,0,1,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,1,0,0,Healthy
0,0,1,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,1,0,Healthy
0,0,0,0,0,0,1,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,1,0,0,0,0,1,0,0,Healthy
0,0,0,0,0,0,0,0,0,1,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,1,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,1,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,1,1,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,1,1,0,0,0,0,0,Healthy
0,0,0,0,0,1,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,1,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,1,0,0,0,Healthy
0,0,0,0,0,0,1,0,0,0,Healthy
0,1,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,1,0,Healthy
1,0,0,0,1,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,1,Healthy
0,0,0,0,0,0,0,0,1,0,Healthy
0,0,0,0,0,0,0,0,1,0,Healthy
0,0,0,0,0,1,1,0,0,0,Healthy
0,0,0,0,1,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
0,0,0,0,0,0,0,0,1,0,Healthy
0,0,0,0,0,0,0,0,0,0,Healthy
